,Nombres_completos,ano,codigo_partido,nombre_partido,votos,Nuevo_S,Nuevo_P,EGIVECTOR,DEGREECENTR,CLOSESNES,BETWEENES,SECTORSOCIAL,Educación,Salud,Trabajo,Agricultura,Vivienda,JUSTICIAYSEGURIDAD,Justicia,Defensa,PoliciaNacional,INFRAESTRUCTURA,ObrasPúblicas,MinasyEnergía,Comunicaciones,ADMON.DELESTADOYOTROS,Gobierno,RelacionesExteriores,Hacienda,Desarrollo,CongresoNacional,C.G.R,DepartamentosAdmin.*,Otros**,DEUDAPUBLICA(intereses),GASTOTOTAL,INF,SECTOR_SOCIAL_PER,JUSTICIA_SEGURIDAD_PER,INFRAESTRUCTURA_PER,ADMON_ESTADO_PER,DEUDA_PUBLICA_PER,Prop_S,Prop_P
926778,PABLO ENRIQUE SALAMANCA CORTES,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,11431.0,1,0,0.1169081136652721,0.2056451612903225,0.3845966349100229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
927027,PARMENIO CUELLAR BASTIDAS,2006.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,74580.0,1,1,0.0172462613261186,0.1048387096774193,0.417788839799068,0.0738098528967126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
927276,PEDRITO TOMAS PEREIRA CABALLERO,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,38689.0,1,0,0.0034241417700664,0.1854838709677419,0.3523440690077583,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
927525,PEDRO ANTONIO JIMENEZ SALAZAR,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,22985.0,1,0,0.0034241417700664,0.1854838709677419,0.3523440690077583,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
927774,PEDRO MARIA RAMIREZ RAMIREZ,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,21959.0,1,0,0.0034241417700664,0.1854838709677419,0.3523440690077583,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
928023,PEDRO MARY MUVDI ARANGUENA,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,25045.0,1,0,0.1169081136652721,0.2056451612903225,0.3845966349100229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
928272,PEDRO VICENTE OBANDO ORDOÑEZ,2006.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,29915.0,1,1,0.0005541557282171,0.0685483870967741,0.3194855833757579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
928521,PIEDAD ESNEDA CORDOBA DE CASTRO,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,42905.0,1,0,0.1169081136652721,0.2056451612903225,0.3845966349100229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
928770,PIEDAD ZUCCARDI DE GARCIA,2006.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,65783.0,1,1,0.0408311395910444,0.189516129032258,0.3948252688172043,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
929019,PLINIO EDILBERTO OLANO BECERRA,2006.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,27981.0,1,1,0.0681840975568847,0.1774193548387097,0.4697920920103444,0.0320244768342406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
929268,POMPILIO DE JESUS AVENDAÑO LOPERA,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,19376.0,1,0,0.1171755130375374,0.2137096774193548,0.4170064636945754,0.0246939105453198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
929517,REGINALDO ENRIQUE MONTES ALVAREZ,2006.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,38498.0,1,1,0.0516200396468618,0.1451612903225806,0.4427066632463285,0.0039567422769218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
929766,RENE RODRIGO GARZON MARTINEZ,2006.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,24376.0,1,1,0.0005541557282171,0.0685483870967741,0.3194855833757579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
930015,RIVER FRANKLIN LEGRO SEGURA,2006.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,17732.0,1,1,0.0005541557282171,0.0685483870967741,0.3194855833757579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
930264,ROBERTO VICTOR GERLEIN ECHEVERRIA,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,70401.0,1,0,0.0034241417700664,0.1854838709677419,0.3523440690077583,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
930513,RODRIGO DE JESUS RONCALLO FANDIÑO,2006.0,19930001.0,MOVIMIENTO APERTURA LIBERAL,11814.0,1,1,0.0010896908182463,0.0040322580645161,0.282590674635664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
930762,ROOSVELT RODRIGUEZ RENGIFO,2006.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,26993.0,1,1,0.0408311395910444,0.189516129032258,0.3948252688172043,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
931011,ROSMERY MARTINEZ ROSALES,2006.0,19980002.0,MOVIMIENTO CAMBIO RADICAL,19533.0,1,1,0.0015778928360149,0.0604838709677419,0.320404966349501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
931260,ROY LEONARDO BARRERAS MONTEALEGRE,2006.0,19980002.0,MOVIMIENTO CAMBIO RADICAL,16216.0,1,1,0.0015778928360149,0.0604838709677419,0.320404966349501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
931509,RUBEN DARIO QUINTERO VILLADA,2006.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,49937.0,1,1,0.0482980332955263,0.1330645161290322,0.4400819201836032,0.0020912678430774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
931758,RUBEN DARIO SALAZAR OROZCO,2006.0,19970002.0,MOVIMIENTO CONVERGENCIA CIUDADANA,14359.0,1,1,0.0012041978465296,0.0564516129032258,0.334859325733689,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
932007,SAMUEL BENJAMIN ARRIETA BUELVAS,2006.0,19970002.0,MOVIMIENTO CONVERGENCIA CIUDADANA,24305.0,1,1,0.0012041978465296,0.0564516129032258,0.334859325733689,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
932256,SANDRA CEBALLOS ,2006.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,24715.0,1,1,0.0408311395910444,0.189516129032258,0.3948252688172043,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
932505,SANTIAGO CASTRO GOMEZ,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,34570.0,1,0,0.0042571576236845,0.1975806451612903,0.3997871662709214,0.0089047519923538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
932754,SILFREDO MORALES ALTAMAR,2006.0,20060008.0,PARTIDO AFROUNINCCA,3108.0,1,1,9.71497482376483e-98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
933003,TARQUINO PACHECO CAMARGO,2006.0,19980002.0,MOVIMIENTO CAMBIO RADICAL,27667.0,1,1,0.0015778928360149,0.0604838709677419,0.320404966349501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
933252,UBEIMAR DELGADO BLANDON,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,46013.0,1,0,0.0041779607311609,0.189516129032258,0.3819578929895424,0.0033897918267171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
933501,VENUS ALBEIRO SILVA GOMEZ,2006.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,20159.0,1,1,0.0005541557282171,0.0685483870967741,0.3194855833757579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
933750,VICTOR RENAN BARCO LOPEZ,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,45412.0,0,0,0.1434747908707767,0.3024193548387097,0.4819944840106131,0.0107249860067526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
933999,WILLIAM ALFONSO MONTES MEDINA,2006.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,65321.0,1,0,0.0043474430695178,0.1935483870967742,0.3948252688172043,0.0107137103400077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
934248,WILLIAM DE JESUS ORTEGA ROJAS,2006.0,19980002.0,MOVIMIENTO CAMBIO RADICAL,14929.0,1,1,0.0015778928360149,0.0604838709677419,0.320404966349501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
934497,WILLIAM VELEZ MESA,2006.0,20060002.0,PARTIDO COLOMBIA DEMOCRATICA,40659.0,1,1,0.0479264910025362,0.1209677419354838,0.4374881171176881,0.0032352198602619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
934746,WILMER DAVID GONZALEZ BRITO,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,33131.0,1,0,0.1169081136652721,0.2056451612903225,0.3845966349100229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
934995,WILSON ALFONSO BORJA DIAZ,2006.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,28403.0,1,1,0.0005541557282171,0.0685483870967741,0.3194855833757579,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
935244,YESID ESPINOSA CALDERON,2006.0,19970002.0,MOVIMIENTO CONVERGENCIA CIUDADANA,786.0,1,1,0.0012041978465296,0.0564516129032258,0.334859325733689,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
935493,ZAMIR EDUARDO SILVA AMIN,2006.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,17262.0,1,0,0.1180662529264547,0.2137096774193548,0.3899850290944014,0.0006474987653617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
935742,ZULEMA JATTIN ,2006.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,49378.0,1,1,0.0408311395910444,0.189516129032258,0.3948252688172043,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
935991,ABSALON ESTRADA VELEZ,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
936195,ADOLFO LEON LUCAS,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
936399,ADRIANO TRIBIN PIEDRAHITA,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
936603,ALBERTO DANGOND URIBE,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
936807,ALBERTO GUTIERREZ BOTERO,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
937011,ALBERTO ROCHA ALVIRA,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
937215,ALCIBIADES DIAZ ARISTIZABAL,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
937419,ALDEMAR GIRALDO LOPEZ,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
937623,ALEJANDRO MARTINEZ C,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
937827,ALEJANDRO URIBE ESCOBAR,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
938031,ALFONSO CAMPO MURCIA,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
938235,ALFONSO DE LA ESPRIELLA E,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
938439,ALFONSO LATORRE GOMEZ,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
938643,ALFONSO LOPEZ VELEZ,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
938847,ALFONSO RODRIGUEZ GONZALEZ,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
939051,ALFONSO SUAREZ DE CASTRO,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
939255,ALFREDO RIASCOS LABARCES,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
939459,ALICIA ANGEL DE RESTREPO,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
939663,ALVARO ESCALLON VILLA,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
939867,ALVARO GONZALEZ SANTANA,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
940071,ALVARO RAMOS MURILLO,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
940275,ANIBAL ARCILA ,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
940479,ANIBAL FERNANDEZ DE SOTO,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
940683,ANIBAL MARTINEZ ZULETA,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
940887,ANTONIO COPETE MURILLO,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
941091,ANTONIO JIMENEZ ESTRADA,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
941295,ANTONIO KURI MOTOA,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
941499,ARMANDO BECERRA GARCIA,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
941703,ARTURO VILLEGAS GIRALDO,1968.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
941907,BERNARDO CUELLAR SANTOFIMIO,1968.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0700140042014004,0.4975369458128079,0.4975369458128079,0.0,2760.0,1379.0,404.0,248.0,728.0,nd,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,1.0744753878317768,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
